,index,Name,Lat,Lon,Date
0,118,3-2 Willow (Previously H-1 Fire),40.900458,-121.320838,2019-08-07
1,39,32 Fire,39.76242,-121.73658999999999,2019-06-15
2,254,46 Fire,33.985972,-117.414111,2019-10-31
3,18,66 Fire,33.57039,-116.1466,2019-05-29
4,79,Aborn Fire,37.32555556,-121.76444444,2019-07-15
5,208,American Fire,38.165873,-122.211671,2019-10-06
6,154,Antelope Fire,36.600167,-120.8405,2019-09-02
7,35,Ardo Fire,35.97059,-120.88241000000001,2019-06-12
8,181,Bailey Fire,33.496633,-116.631106,2019-09-10
9,186,Bar Fire,41.749666999999995,-123.00083300000001,2019-09-15
10,188,Baseline Fire ,38.751647999999996,-121.43263600000002,2019-09-20
11,187,Bautista Fire,33.635,-116.801111,2019-09-15
12,132,Bayliss Fire,37.219716999999996,-121.761974,2019-08-15
13,22,Bear Fire,36.14246,-118.80582,2019-06-03
14,233,Beaumont Fire,34.033117,-117.21545,2019-10-21
15,14,Belmont Fire,35.307590000000005,-119.96498000000001,2019-05-29
16,61,Bikeway Fire,37.469,-121.3697,2019-07-05
17,223,Bitter Fire,35.709176,-120.31285600000001,2019-10-11
18,37,Bitter Fire ,35.57376,-120.11738000000001,2019-06-10
19,146,Border 10 Fire,32.557546,-116.87395500000001,2019-08-25
20,137,Border 8 Fire,32.573437,-116.65873500000001,2019-08-16
21,135,Border 9 Fire,32.57394,-116.760465,2019-08-15
22,10,Border Fire,32.557565999999994,-116.8663,2019-05-13
23,70,Border Fire,32.566389,-116.7525,2019-07-12
24,23,Boulder Fire,35.343761,-119.91371699999999,2019-06-05
25,207,Briceburg Fire,37.604638,-119.96606000000001,2019-10-06
26,184,Bridge Fire,37.492002,-120.401028,2019-09-13
27,169,Broder Fire,36.150999999999996,-118.185,2019-09-06
28,107,Browns Fire,38.3525,-121.12361100000001,2019-08-02
29,249,Burris Fire,39.224309999999996,-123.12886999999999,2019-10-27
30,241,Cabrillo Fire,37.166674,-122.361112,2019-10-24
31,34,Calaveras Fire ,37.44422,-121.84082,2019-06-10
32,114,Caliente Fire,35.287372999999995,-118.623651,2019-08-05
33,106,Caliente Fire,32.575556,-117.02666699999999,2019-08-01
34,4,Cana Fire,39.83958,-121.95700000000001,2019-04-30
35,17,Canyon Fire,37.45899,-121.22093000000001,2019-05-30
36,89,Canyon Fire,38.481258000000004,-122.143942,2019-07-22
37,224,Caples Fire,38.724000000000004,-120.145,2019-10-11
38,149,Carroll Fire,37.718636,-121.65701100000001,2019-08-31
39,104,Carson Fire,38.757636,-120.75663999999999,2019-07-30
40,262,Cashe Fire ,38.734634,-121.72969099999999,2019-11-25
41,263,Cave Fire (No Longer a CAL FIRE Incident),34.5025,-119.785,2019-11-25
42,200,Chaparral Fire,38.538467,-120.96510500000001,2019-09-29
43,20,Citrus Fire,36.18479,-118.99229,2019-06-02
44,96,Community Fire,41.838,-122.845,2019-07-27
45,255,Copper Fire,32.564583,-116.83458300000001,2019-10-31
46,213,Corning Fire ,39.847708000000004,-122.1604,2019-10-09
47,133,Cottage Fire,40.484328999999995,-122.159393,2019-08-15
48,156,Country Fire,38.898915,-120.946657,2019-09-03
49,168,Cow Fire,36.284,-118.228,2019-09-06
50,194,Cow Fire,40.612556,-122.03916699999999,2019-09-24
51,59,Coyote Fire,37.189040000000006,-121.69496799999999,2019-07-02
52,150,Creek Fire,36.40193,-119.030621,2019-08-31
53,212,Cross Fire,35.790690000000005,-120.73102,2019-10-09
54,246,Cypress Complex,37.99136,-121.64118,2019-10-27
55,210,Dales Fire,40.314187,-122.07005500000001,2019-10-07
56,157,Deer Fire,37.178353,-122.07743,2019-09-03
57,100,Dehesa Fire,32.767649,-116.79603200000001,2019-07-28
58,195,Dehesa Fire ,32.787656,-116.806941,2019-09-24
59,204,Del Fire,37.429505999999996,-121.33646499999999,2019-10-03
60,16,Diversion Fire,33.69078,-114.57265,2019-05-30
61,76,Doyle Fire,40.072739,-120.158273,2019-07-14
62,178,Duzel Fire,41.512917,-122.740333,2019-09-07
63,52,Dyer Fire,38.738170000000004,-121.39419,2019-06-26
64,260,Eagle Fire,39.100408,-122.496548,2019-11-05
65,216,Eagle Fire,33.827979,-117.499619,2019-10-10
66,252,Easy Fire,34.282179,-118.803389,2019-10-30
67,196,Electra Fire,38.332083000000004,-120.67131,2019-09-25
68,205,Elk Fire,41.70611111,-123.4375,2019-10-04
69,229,Fairmont Fire,32.762706,-117.09744099999999,2019-10-15
70,65,Far Fire,39.06066,-121.35014,2019-07-06
71,62,Fellow Fire,37.99837,-122.16201000000001,2019-07-05
72,111,Five Fire,34.677864,-118.75239499999999,2019-08-03
73,163,Flood Fire ,38.017138,-120.945044,2019-09-05
74,13,Foothill Fire,33.81678,-117.18194,2019-05-20
75,261,Foothills Fire,38.838992,-121.325842,2019-11-25
76,171,Forbestown Fire,39.470333000000004,-121.412333,2019-09-06
77,250,Forest Fire,37.97911,-122.11092,2019-10-27
78,161,Foster Fire ,36.732865999999994,-121.39478000000001,2019-09-04
79,202,Frame Fire,36.154184,-120.634179,2019-09-30
80,138,Gaines Fire,37.536069,-120.17701799999999,2019-08-16
81,251,Getty Fire ,34.098191,-118.47871699999999,2019-10-28
82,69,Gibbel Fire ,33.69055556,-116.95388899999999,2019-07-11
83,113,Gilbert Fire,40.55924,-122.25408999999999,2019-08-04
84,67,Gillis Fire,35.63111111,-120.26916667,2019-07-08
85,160,Glass Fire,38.910498,-122.642572,2019-09-04
86,248,Glencove Fire ,38.07205,-122.22463,2019-10-27
87,119,Golf Fire,38.99174,-122.7751,2019-08-08
88,83,Goose 2 Fire,41.909,-120.306,2019-07-17
89,130,Greenstone Fire ,38.703889000000004,-120.890556,2019-08-14
90,231,Grove Fire,38.88913,-122.604425,2019-10-17
91,122,Harte Fire,37.708743,-121.841879,2019-08-09
92,124,Heavy Range Fire,39.171091,-121.423281,2019-08-10
93,164,Henthorne Fire,40.062304,-123.222196,2019-09-05
94,15,Hill Fire,36.669090000000004,-119.3046,2019-05-29
95,253,Hill Fire ,34.01778,-117.4625,2019-10-30
96,256,Hillside Fire,34.183,-117.285,2019-10-31
97,60,Hollow Fire,37.632059999999996,-121.53838200000001,2019-07-03
98,73,Horse Fire,40.463936,-122.435492,2019-07-12
99,226,Horse Fire,40.387772,-120.304341,2019-10-13
100,142,Horse Fire,40.562,-120.544,2019-08-24
101,185,Horseshoe Fire ,33.4853,-117.043723,2019-09-14
102,134,Hunter Fire,37.532028000000004,-120.208019,2019-08-15
103,199,Hwy Fire,39.622137,-121.693472,2019-09-28
104,214,Inghram Fire,39.847708000000004,-122.160416,2019-10-09
105,30,Ink Fire,38.63047,-122.47282,2019-06-08
106,41,IronGate Fire,41.946220000000004,-122.40156999999999,2019-06-16
107,144,Ivy Fire,33.77777348,-117.487578,2019-08-25
108,145,Jamieson Fire,37.034183,-121.45597,2019-08-25
109,75,Jasper Fire,39.631945,-119.76988100000001,2019-07-13
110,44,Jerry Fire,33.919507,-117.103765,2019-06-21
111,227,Johnson Fire ,33.45148,-116.05898,2019-10-14
112,151,Jolon Fire,35.906482000000004,-120.99291399999998,2019-09-01
113,191,Kennedy Fire,33.900994,-117.170588,2019-09-21
114,174,Kidder 2 Fire,41.492974200000006,-123.2129356,2019-09-07
115,236,Kincade Fire,38.792458,-122.78005300000001,2019-10-23
116,112,La Barisa Fire,34.202883,-116.4449,2019-08-03
117,66,Lake Fire,37.524378000000006,-120.29655100000001,2019-07-08
118,102,Lake Fire,35.908333,-120.984167,2019-07-29
119,28,Levee Fire,39.15641,-121.56363,2019-06-08
120,173,Lime Fire,41.862237,-122.66225800000001,2019-09-07
121,71,Lincoln Fire,33.569379999999995,-116.07896000000001,2019-07-12
122,211,Little Fire,37.606,-121.853,2019-10-08
123,167,Lone Fire,41.748000000000005,-121.056,2019-09-06
124,54,Long Fire,39.40972222,-121.00055556,2019-06-28
